EntityNumber,TypeOfAddress,CountryNL,CountryFR,Zipcode,MunicipalityNL,MunicipalityFR,StreetNL,StreetFR,HouseNumber,Box,ExtraAddressInfo,DateStrikingOff,FullAddress,Latitude,Longitude
0753.970.706,REGO,,,2060,Antwerpen,Antwerpen,Onderwijsstraat,Onderwijsstraat,79,,,,"Onderwijsstraat 79, 2060 Antwerpen, Belgium",51.22646125,4.436400362852652
0753.983.671,REGO,,,2060,Antwerpen,Antwerpen,Regentstraat,Regentstraat,20,,,,"Regentstraat 20, 2060 Antwerpen, Belgium",51.2198387,4.428322539203888
0754.379.193,REGO,,,2060,Antwerpen,Antwerpen,Pijlstraat,Pijlstraat,4,,,,"Pijlstraat 4, 2060 Antwerpen, Belgium",51.2212698,4.4193291660654825
0754.534.987,REGO,,,2060,Antwerpen,Antwerpen,Van Maerlantstraat,Van Maerlantstraat,56,,,,"Van Maerlantstraat 56, 2060 Antwerpen, Belgium",51.22237835,4.417558396306772
0754.558.050,REGO,,,2060,Antwerpen,Antwerpen,Tulpstraat,Tulpstraat,12,4,,,"Tulpstraat 12, 2060 Antwerpen, Belgium",51.22636125,4.4245304406059205
0754.560.327,REGO,,,2060,Antwerpen,Antwerpen,Biekorfstraat,Biekorfstraat,46,,,,"Biekorfstraat 46, 2060 Antwerpen, Belgium",51.2275923,4.424075778811513
0754.570.522,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,159,3,,,"Dambruggestraat 159, 2060 Antwerpen, Belgium",51.22392375,4.421404806904487
0754.617.141,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,19,,,,"Lange Beeldekensstraat 19, 2060 Antwerpen, Belgium",51.2213895,4.42235692542533
0754.680.289,REGO,,,2060,Antwerpen,Antwerpen,Twee Netenstraat,Twee Netenstraat,3,101,,,"Twee Netenstraat 3, 2060 Antwerpen, Belgium",51.2322551,4.42797968463109
0754.757.394,REGO,,,2060,Antwerpen,Antwerpen,Rotterdamstraat,Rotterdamstraat,95,,,,"Rotterdamstraat 95, 2060 Antwerpen, Belgium",51.2223452,4.42061613508772
0754.773.232,REGO,,,2060,Antwerpen,Antwerpen,Gasstraat,Gasstraat,130,,,07-02-2024,"Gasstraat 130, 2060 Antwerpen, Belgium",51.22391465,4.425971293133224
0754.795.404,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,288,101,,,"Dambruggestraat 288, 2060 Antwerpen, Belgium",51.2274455,4.422246187657143
0754.855.483,REGO,,,2060,Antwerpen,Antwerpen,Klappeistraat,Klappeistraat,4,,,,"Klappeistraat 4, 2060 Antwerpen, Belgium",51.221074349999995,4.4290965799801905
0755.325.241,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,201,,,,"Lange Lobroekstraat 201, 2060 Antwerpen, Belgium",51.23134745,4.4278425410992535
0755.514.588,REGO,,,2060,Antwerpen,Antwerpen,Tulpstraat,Tulpstraat,27,,,,"Tulpstraat 27, 2060 Antwerpen, Belgium",51.2267252,4.425429314582633
0755.836.668,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,124,,,,"Bredastraat 124, 2060 Antwerpen, Belgium",51.23577075,4.4244534087457765
0755.876.062,REGO,,,2060,Antwerpen,Antwerpen,Fuggerstraat,Fuggerstraat,4,,,,"Fuggerstraat 4, 2060 Antwerpen, Belgium",51.229574,4.418526277566735
0755.886.059,REGO,,,2060,Antwerpen,Antwerpen,Lange Stuivenbergstraat,Lange Stuivenbergstraat,1,,,,"Lange Stuivenbergstraat 1, 2060 Antwerpen, Belgium",51.2259781,4.429883946909934
0756.534.573,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,10,,,,"Osystraat 10, 2060 Antwerpen, Belgium",51.22184365,4.418620357701078
0756.546.055,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,61,,,,"Dambruggestraat 61, 2060 Antwerpen, Belgium",51.220467799999994,4.422885039813666
0756.569.415,REGO,,,2060,Antwerpen,Antwerpen,Rupelstraat,Rupelstraat,32,,,,"Rupelstraat 32, 2060 Antwerpen, Belgium",51.2317739,4.429942386619716
0756.581.588,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,105,,,,"Lange Lobroekstraat 105, 2060 Antwerpen, Belgium",51.230284350000005,4.431038247027442
0756.582.281,REGO,,,2060,Antwerpen,Antwerpen,Tulpstraat,Tulpstraat,96,,,23-05-2024,"Tulpstraat 96, 2060 Antwerpen, Belgium",51.227114549999996,4.428087994512211
0756.685.518,REGO,,,2060,Antwerpen,Antwerpen,Tulpstraat,Tulpstraat,23,,,,"Tulpstraat 23, 2060 Antwerpen, Belgium",51.226646,4.424965992285857
0756.792.614,REGO,,,2060,Antwerpen,Antwerpen,IJzerlaan,IJzerlaan,60,,,,"IJzerlaan 60, 2060 Antwerpen, Belgium",51.2356398,4.427603162546152
0756.860.118,REGO,,,2060,Antwerpen,Antwerpen,Schijnpoortweg,Schijnpoortweg,25,,,,"Schijnpoortweg 25, 2060 Antwerpen, Belgium",51.22976995200506,4.442593466364843
0757.461.221,REGO,,,2060,Antwerpen,Antwerpen,Diepestraat,Diepestraat,106,,,,"Diepestraat 106, 2060 Antwerpen, Belgium",51.22303955,4.425162071788788
0757.479.037,REGO,,,2060,Antwerpen,Antwerpen,IJzerlaan,IJzerlaan,18,,,,"IJzerlaan 18, 2060 Antwerpen, Belgium",51.12423475,4.543885499920898
0757.604.741,REGO,,,2060,Antwerpen,Antwerpen,Vondelstraat,Vondelstraat,3,,,,"Vondelstraat 3, 2060 Antwerpen, Belgium",51.2247079,4.415802538730754
0757.608.404,REGO,,,2060,Antwerpen,Antwerpen,Duinstraat,Duinstraat,28,,,,"Duinstraat 28, 2060 Antwerpen, Belgium",51.22190535,4.428547416836735
0757.608.602,REGO,,,2060,Antwerpen,Antwerpen,Sint-Gummarusstraat,Sint-Gummarusstraat,51,,,,"Sint-Gummarusstraat 51, 2060 Antwerpen, Belgium",51.224882750000006,4.421400540699137
0757.679.371,REGO,,,2060,Antwerpen,Antwerpen,Van Maerlantstraat,Van Maerlantstraat,21,,,10-11-2022,"Van Maerlantstraat 21, 2060 Antwerpen, Belgium",51.223783850000004,4.417737456523065
0757.691.645,REGO,,,2060,Antwerpen,Antwerpen,Lange Stuivenbergstraat,Lange Stuivenbergstraat,31,,,09-07-2023,"Lange Stuivenbergstraat 31, 2060 Antwerpen, Belgium",51.22499595,4.431112816957217
0757.696.395,REGO,,,2060,Antwerpen,Antwerpen,Dahliastraat,Dahliastraat,45,,,23-05-2024,"Dahliastraat 45, 2060 Antwerpen, Belgium",51.227141599999996,4.4193798445638866
0757.707.283,REGO,,,2060,Antwerpen,Antwerpen,Joossensgang,Joossensgang,12,,,,"Joossensgang 12, 2060 Antwerpen, Belgium",51.232708200000005,4.42246349639894
0757.726.485,REGO,,,2060,Antwerpen,Antwerpen,Gemeentestraat,Gemeentestraat,26,,,,"Gemeentestraat 26, 2060 Antwerpen, Belgium",51.2189682,4.4201922
0757.777.559,REGO,,,2060,Antwerpen,Antwerpen,Frans de Cortstraat,Frans de Cortstraat,27,,,,"Frans de Cortstraat 27, 2060 Antwerpen, Belgium",51.22445485,4.433150994528452
0757.817.448,REGO,,,2060,Antwerpen,Antwerpen,Van Aerdtstraat,Van Aerdtstraat,33,,,,"Van Aerdtstraat 33, 2060 Antwerpen, Belgium",51.228041250000004,4.416562279102927
0757.836.353,REGO,,,2060,Antwerpen,Antwerpen,Lange Van Sterbeeckstraat,Lange Van Sterbeeckstraat,41-43,,,,"Lange Van Sterbeeckstraat 41-43, 2060 Antwerpen, Belgium",51.2242382,4.425903783719432
0757.856.050,REGO,,,2060,Antwerpen,Antwerpen,Brugstraat,Brugstraat,5,10,,,"Brugstraat 5, 2060 Antwerpen, Belgium",51.226733949999996,4.4186340775374795
0757.863.770,REGO,,,2060,Antwerpen,Antwerpen,Tulpstraat,Tulpstraat,38,1,,,"Tulpstraat 38, 2060 Antwerpen, Belgium",51.226575249999996,4.425771317407914
0757.865.057,REGO,,,2060,Antwerpen,Antwerpen,Delinstraat,Delinstraat,74,,,,"Delinstraat 74, 2060 Antwerpen, Belgium",51.22059045,4.424187198411192
0757.936.818,REGO,,,2060,Antwerpen,Antwerpen,Vlagstraat,Vlagstraat,74,,,,"Vlagstraat 74, 2060 Antwerpen, Belgium",51.2238731,4.439580917142857
0757.939.192,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,60,3,,,"Dambruggestraat 60, 2060 Antwerpen, Belgium",51.22046105,4.42352267497707
0757.942.657,REGO,,,2060,Antwerpen,Antwerpen,Van Kerckhovenstraat,Van Kerckhovenstraat,61,,,13-03-2024,"Van Kerckhovenstraat 61, 2060 Antwerpen, Belgium",51.22617565,4.425133464162878
0758.495.161,REGO,,,2060,Antwerpen,Antwerpen,Vondelstraat,Vondelstraat,6-8,,,,"Vondelstraat 6-8, 2060 Antwerpen, Belgium",51.22443715,4.416124797033595
0758.643.136,REGO,,,2060,Antwerpen,Antwerpen,De Pretstraat,De Pretstraat,6,,,,"De Pretstraat 6, 2060 Antwerpen, Belgium",51.22868724999999,4.416951526832181
0758.760.031,REGO,,,2060,Antwerpen,Antwerpen,Maasstraat,Maasstraat,20,A,,,"Maasstraat 20, 2060 Antwerpen, Belgium",51.2333017,4.426726113690218
0758.766.761,REGO,,,2060,Antwerpen,Antwerpen,August Sniedersstraat,August Sniedersstraat,26,,,,"August Sniedersstraat 26, 2060 Antwerpen, Belgium",51.22674895,4.434936733460824
0758.861.979,REGO,,,2060,Antwerpen,Antwerpen,Oranjestraat,Oranjestraat,47,/002,,,"Oranjestraat 47, 2060 Antwerpen, Belgium",51.227693849999994,4.421198863059961
0758.879.597,REGO,,,2060,Antwerpen,Antwerpen,Veldstraat,Veldstraat,68,,,,"Veldstraat 68, 2060 Antwerpen, Belgium",51.2260421,4.4324109389286885
0758.910.776,REGO,,,2060,Antwerpen,Antwerpen,De Coninckplein,De Coninckplein,2,,,,"De Coninckplein 2, 2060 Antwerpen, Belgium",51.2212267,4.420722669934963
0758.918.694,REGO,,,2060,Antwerpen,Antwerpen,Eendrachtstraat,Eendrachtstraat,12,,,,"Eendrachtstraat 12, 2060 Antwerpen, Belgium",51.227922750000005,4.4389714469581705
0758.989.663,REGO,,,2060,Antwerpen,Antwerpen,Korte Zavelstraat,Korte Zavelstraat,18,,,,"Korte Zavelstraat 18, 2060 Antwerpen, Belgium",51.222884699999994,4.426853340679775
0759.447.939,REGO,,,2060,Antwerpen,Antwerpen,Muizenstraat,Muizenstraat,1,,,,"Muizenstraat 1, 2060 Antwerpen, Belgium",51.22218065,4.4208628913774355
0759.554.441,REGO,,,2060,Antwerpen,Antwerpen,Richardstraat,Richardstraat,23,,,,"Richardstraat 23, 2060 Antwerpen, Belgium",51.224028950000005,4.420533870020964
0759.662.131,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jansplein,Sint-Jansplein,36,GVL,,,"Sint-Jansplein 36, 2060 Antwerpen, Belgium",51.22457515,4.418276590907913
0759.874.640,REGO,,,2060,Antwerpen,Antwerpen,Lange Slachterijstraat,Lange Slachterijstraat,141,,,,"Lange Slachterijstraat 141, 2060 Antwerpen, Belgium",51.23022455,4.4300249218215
0760.374.090,REGO,,,2060,Antwerpen,Antwerpen,Kerkstraat,Kerkstraat,140,,,,"Kerkstraat 140, 2060 Antwerpen, Belgium",51.30343785,4.3961668188898635
0760.512.662,REGO,,,2060,Antwerpen,Antwerpen,Sint-Lazarusstraat,Sint-Lazarusstraat,20,,,,"Sint-Lazarusstraat 20, 2060 Antwerpen, Belgium",51.229543199999995,4.423730604597704
0760.571.159,REGO,,,2060,Antwerpen,Antwerpen,Dahliastraat,Dahliastraat,30,,,,"Dahliastraat 30, 2060 Antwerpen, Belgium",51.22706095,4.419803284383262
0760.605.605,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,21,,,,"Lange Beeldekensstraat 21, 2060 Antwerpen, Belgium",51.2213882,4.4224501206572775
0760.608.969,REGO,,,2060,Antwerpen,Antwerpen,Kerkstraat,Kerkstraat,41,3,,,"Kerkstraat 41, 2060 Antwerpen, Belgium",51.16647155,4.463608609195134
0760.654.501,REGO,,,2060,Antwerpen,Antwerpen,Marnixstraat,Marnixstraat,30,,,,"Marnixstraat 30, 2060 Antwerpen, Belgium",51.227997,4.421252179281064
0760.792.675,REGO,,,2060,Antwerpen,Antwerpen,Franklin Rooseveltplaats,Franklin Rooseveltplaats,12,,,,"Franklin Rooseveltplaats 12, 2060 Antwerpen, Belgium",51.218998400000004,4.417733244247417
0760.799.209,REGO,,,2060,Antwerpen,Antwerpen,Rotterdamstraat,Rotterdamstraat,41,201,,,"Rotterdamstraat 41, 2060 Antwerpen, Belgium",51.2238022,4.419093378601897
0760.880.767,REGO,,,2060,Antwerpen,Antwerpen,Vlagstraat,Vlagstraat,39,,,,"Vlagstraat 39, 2060 Antwerpen, Belgium",51.22433015,4.438313101854979
0760.907.986,REGO,,,2060,Antwerpen,Antwerpen,Lange Scholiersstraat,Lange Scholiersstraat,29-33,,,,"Lange Scholiersstraat 29-33, 2060 Antwerpen, Belgium",51.22471070183838,4.429231740658968
0760.915.411,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,204,,,,"Lange Lobroekstraat 204, 2060 Antwerpen, Belgium",51.2316807,4.427708354375095
0760.921.349,REGO,,,2060,Antwerpen,Antwerpen,Dijlestraat,Dijlestraat,52,111,,,"Dijlestraat 52, 2060 Antwerpen, Belgium",51.23214305,4.430727329357827
0760.950.944,REGO,,,2060,Antwerpen,Antwerpen,Diepestraat,Diepestraat,149,,,,"Diepestraat 149, 2060 Antwerpen, Belgium",51.22203795,4.426257655324543
0760.992.813,REGO,,,2060,Antwerpen,Antwerpen,Everaertsstraat,Everaertsstraat,67,,,,"Everaertsstraat 67, 2060 Antwerpen, Belgium",51.22742495,4.425583769921774
0761.350.030,REGO,,,2060,Antwerpen,Antwerpen,Lammekensstraat,Lammekensstraat,9,,,,"Lammekensstraat 9, 2060 Antwerpen, Belgium",51.218434450000004,4.431989886350496
0761.534.726,REGO,,,2060,Antwerpen,Antwerpen,Oranjestraat,Oranjestraat,68,GLKV,,,"Oranjestraat 68, 2060 Antwerpen, Belgium",51.227438649999996,4.421534766651207
0761.608.762,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,64,,,,"Van Arteveldestraat 64, 2060 Antwerpen, Belgium",51.221152399999994,4.420159786588936
0761.658.648,REGO,,,2060,Antwerpen,Antwerpen,Franklin Rooseveltplaats,Franklin Rooseveltplaats,12,21,,,"Franklin Rooseveltplaats 12, 2060 Antwerpen, Belgium",51.218998400000004,4.417733244247417
0761.671.318,REGO,,,2060,Antwerpen,Antwerpen,Handelstraat,Handelstraat,95,,,,"Handelstraat 95, 2060 Antwerpen, Belgium",51.22419375,4.430766844662502
0761.694.082,REGO,,,2060,Antwerpen,Antwerpen,Diepestraat,Diepestraat,137,,,,"Diepestraat 137, 2060 Antwerpen, Belgium",51.2223398,4.426262428506098
0761.844.928,REGO,,,2060,Antwerpen,Antwerpen,Korte Dijkstraat,Korte Dijkstraat,7C,,,,"Korte Dijkstraat 7C, 2060 Antwerpen, Belgium",51.22861624117233,4.420687246140048
0761.848.292,REGO,,,2060,Antwerpen,Antwerpen,Trapstraat,Trapstraat,19,,,,"Trapstraat 19, 2060 Antwerpen, Belgium",51.2286002,4.423344139305172
0762.430.490,REGO,,,2060,Antwerpen,Antwerpen,IJzerlaan,IJzerlaan,54-56,,,,"IJzerlaan 54-56, 2060 Antwerpen, Belgium",51.23474575,4.426647753112003
0762.444.645,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,251,,,,"Lange Beeldekensstraat 251, 2060 Antwerpen, Belgium",51.2217395,4.43276965583893
0762.449.989,REGO,,,2060,Antwerpen,Antwerpen,Sint-Norbertusstraat,Sint-Norbertusstraat,2,,,,"Sint-Norbertusstraat 2, 2060 Antwerpen, Belgium",51.2265378,4.422717512086443
0762.461.867,REGO,,,2060,Antwerpen,Antwerpen,Lange Van Bloerstraat,Lange Van Bloerstraat,48,,,,"Lange Van Bloerstraat 48, 2060 Antwerpen, Belgium",51.2207553,4.432250983628752
0762.462.065,REGO,,,2060,Antwerpen,Antwerpen,Lange Van Bloerstraat,Lange Van Bloerstraat,48,,,,"Lange Van Bloerstraat 48, 2060 Antwerpen, Belgium",51.2207553,4.432250983628752
0762.536.596,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jobstraat,Sint-Jobstraat,67,,,,"Sint-Jobstraat 67, 2060 Antwerpen, Belgium",51.22762075,4.424835884615385
0762.580.247,REGO,,,2060,Antwerpen,Antwerpen,Handelstraat,Handelstraat,63,,,11-05-2023,"Handelstraat 63, 2060 Antwerpen, Belgium",51.223906299999996,4.429635098071968
0762.608.555,REGO,,,2060,Antwerpen,Antwerpen,Violetstraat,Violetstraat,17,201,,,"Violetstraat 17, 2060 Antwerpen, Belgium",51.2211115,4.435727111626196
0762.614.493,REGO,,,2060,Antwerpen,Antwerpen,Diepestraat,Diepestraat,1,,,,"Diepestraat 1, 2060 Antwerpen, Belgium",51.224719750000006,4.422071382229978
0762.646.662,REGO,,,2060,Antwerpen,Antwerpen,Erwtenstraat,Erwtenstraat,67,,,,"Erwtenstraat 67, 2060 Antwerpen, Belgium",51.225414400000005,4.433776098286172
0762.954.785,REGO,,,2060,Antwerpen,Antwerpen,Diepestraat,Diepestraat,43,,,,"Diepestraat 43, 2060 Antwerpen, Belgium",51.2241931,4.423602276485491
0762.954.983,REGO,,,2060,Antwerpen,Antwerpen,Rupelstraat,Rupelstraat,48,6,,,"Rupelstraat 48, 2060 Antwerpen, Belgium",51.10646875,4.323308052463807
0763.377.429,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,10,0,,,"Osystraat 10, 2060 Antwerpen, Belgium",51.22184365,4.418620357701078
0763.449.089,REGO,,,2060,Antwerpen,Antwerpen,Van Maerlantstraat,Van Maerlantstraat,56,401,,,"Van Maerlantstraat 56, 2060 Antwerpen, Belgium",51.22237835,4.417558396306772
0763.497.094,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,123/3e,,,,"Bredastraat 123/3e, 2060 Antwerpen, Belgium",,
0763.497.589,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,208,,,,"Dambruggestraat 208, 2060 Antwerpen, Belgium",51.2241737,4.421972954290419
0763.557.373,REGO,,,2060,Antwerpen,Antwerpen,Offerandestraat,Offerandestraat,53,,,,"Offerandestraat 53, 2060 Antwerpen, Belgium",51.2208927,4.425919000593328
0763.667.043,REGO,,,2060,Antwerpen,Antwerpen,Viaduct-Dam,Viaduct-Dam,98,,,,"Viaduct-Dam 98, 2060 Antwerpen, Belgium",51.2328292,4.424100668713569
0763.674.862,REGO,,,2060,Antwerpen,Antwerpen,Hardenvoort,Hardenvoort,7,301,,,"Hardenvoort 7, 2060 Antwerpen, Belgium",51.23174655,4.422815592077515
0763.730.686,REGO,,,2060,Antwerpen,Antwerpen,Touwstraat,Touwstraat,25-27,,,,"Touwstraat 25-27, 2060 Antwerpen, Belgium",51.224672351899294,4.439123378039828
0763.787.205,REGO,,,2060,Antwerpen,Antwerpen,Hardenvoort,Hardenvoort,3,401,,,"Hardenvoort 3, 2060 Antwerpen, Belgium",51.23185795,4.4238530455628196
0763.805.615,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,66,,,,"Van Wesenbekestraat 66, 2060 Antwerpen, Belgium",51.22094275,4.4210119255445015
0763.807.989,REGO,,,2060,Antwerpen,Antwerpen,De Marbaixstraat,De Marbaixstraat,40,,,,"De Marbaixstraat 40, 2060 Antwerpen, Belgium",51.22816855,4.437316633963066
0763.857.776,REGO,,,2060,Antwerpen,Antwerpen,Lange Scholiersstraat,Lange Scholiersstraat,50,,,,"Lange Scholiersstraat 50, 2060 Antwerpen, Belgium",51.22436705,4.4283022807626935
0763.900.734,REGO,,,2060,Antwerpen,Antwerpen,Ooievaarstraat,Ooievaarstraat,13,,,,"Ooievaarstraat 13, 2060 Antwerpen, Belgium",51.220371099999994,4.436827748211725
0763.925.478,REGO,,,2060,Antwerpen,Antwerpen,Muizenstraat,Muizenstraat,9,,,,"Muizenstraat 9, 2060 Antwerpen, Belgium",51.22234695,4.4210636161217725
0763.944.977,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,87,,,,"Carnotstraat 87, 2060 Antwerpen, Belgium",51.21870463653966,4.423562912100614
0763.989.024,REGO,,,2060,Antwerpen,Antwerpen,Offerandestraat,Offerandestraat,17,,,,"Offerandestraat 17, 2060 Antwerpen, Belgium",51.219878550000004,4.424048207637723
0763.990.806,REGO,,,2060,Antwerpen,Antwerpen,Lange Stuivenbergstraat,Lange Stuivenbergstraat,1,,,,"Lange Stuivenbergstraat 1, 2060 Antwerpen, Belgium",51.2259781,4.429883946909934
0764.350.991,REGO,,,2060,Antwerpen,Antwerpen,Potgieterstraat,Potgieterstraat,26,,,,"Potgieterstraat 26, 2060 Antwerpen, Belgium",51.2210909,4.437363842518291
0764.723.848,REGO,,,2060,Antwerpen,Antwerpen,Handelstraat,Handelstraat,54,,,,"Handelstraat 54, 2060 Antwerpen, Belgium",51.2236666,4.42985554241138
0764.848.067,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,36,12,,,"Lange Lobroekstraat 36, 2060 Antwerpen, Belgium",51.22788605,4.436227637891399
0764.940.515,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,343,201,,,"Dambruggestraat 343, 2060 Antwerpen, Belgium",51.22929215,4.42100639565753
0764.958.628,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,123,,,,"Bredastraat 123, 2060 Antwerpen, Belgium",51.235978450000005,4.42406072281066
0764.965.853,REGO,,,2060,Antwerpen,Antwerpen,Diepestraat,Diepestraat,102,,,,"Diepestraat 102, 2060 Antwerpen, Belgium",51.223093500000004,4.424984517362913
0765.255.269,REGO,,,2060,Antwerpen,Antwerpen,Sint-Gummarusstraat,Sint-Gummarusstraat,17,22,,,"Sint-Gummarusstraat 17, 2060 Antwerpen, Belgium",51.13102565,4.5752435847981
0765.311.984,REGO,,,2060,Antwerpen,Antwerpen,Korte Winkelhaakstraat,Korte Winkelhaakstraat,2,,,,"Korte Winkelhaakstraat 2, 2060 Antwerpen, Belgium",51.2194201,4.423021
0765.469.263,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,347-405,,,,"Dambruggestraat 347-405, 2060 Antwerpen, Belgium",51.22966085,4.420874352803733
0765.523.010,REGO,,,2060,Antwerpen,Antwerpen,Korte Beeldekensstraat,Korte Beeldekensstraat,38,,,,"Korte Beeldekensstraat 38, 2060 Antwerpen, Belgium",51.22088015,4.433353464147952
0765.601.204,REGO,,,2060,Antwerpen,Antwerpen,Van Aerdtstraat,Van Aerdtstraat,33,,,,"Van Aerdtstraat 33, 2060 Antwerpen, Belgium",51.228041250000004,4.416562279102927
0765.611.201,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,120,204,,,"Bredastraat 120, 2060 Antwerpen, Belgium",51.23823345878441,4.4247774758449525
0765.622.681,REGO,,,2060,Antwerpen,Antwerpen,Onderwijsstraat,Onderwijsstraat,57,a,,,"Onderwijsstraat 57, 2060 Antwerpen, Belgium",51.225956,4.435525242871464
0765.670.389,REGO,,,2060,Antwerpen,Antwerpen,Wetstraat,Wetstraat,81,,,,"Wetstraat 81, 2060 Antwerpen, Belgium",51.219393999999994,4.429618138621
0765.684.049,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,116,,,,"Carnotstraat 116, 2060 Antwerpen, Belgium",51.217560649999996,4.4269083213350875
0765.745.120,REGO,,,2060,Antwerpen,Antwerpen,Wetstraat,Wetstraat,49,,,,"Wetstraat 49, 2060 Antwerpen, Belgium",51.22030675,4.428964379442774
0765.767.092,REGO,,,2060,Antwerpen,Antwerpen,Van de Wervestraat,Van de Wervestraat,20,2,,,"Van de Wervestraat 20, 2060 Antwerpen, Belgium",51.22817683724249,4.415838508941073
0766.284.954,REGO,,,2060,Antwerpen,Antwerpen,Oudesteenweg,Oudesteenweg,54,,,,"Oudesteenweg 54, 2060 Antwerpen, Belgium",51.2259506,4.420568486963958
0766.318.509,REGO,,,2060,Antwerpen,Antwerpen,Lange Scholiersstraat,Lange Scholiersstraat,48,101,,,"Lange Scholiersstraat 48, 2060 Antwerpen, Belgium",51.224365750000004,4.428181834784226
0766.438.174,REGO,,,2060,Antwerpen,Antwerpen,Biekorfstraat,Biekorfstraat,5,,,,"Biekorfstraat 5, 2060 Antwerpen, Belgium",51.227624950000006,4.42308368389866
0766.449.359,REGO,,,2060,Antwerpen,Antwerpen,Weilandstraat,Weilandstraat,31,3,,,"Weilandstraat 31, 2060 Antwerpen, Belgium",51.23141365,4.4310349728634915
0766.539.332,REGO,,,2060,Antwerpen,Antwerpen,Violierstraat,Violierstraat,2,2,,,"Violierstraat 2, 2060 Antwerpen, Belgium",51.22182015,4.417139114158163
0766.570.610,REGO,,,2060,Antwerpen,Antwerpen,Lange Dijkstraat,Lange Dijkstraat,23a,,,,"Lange Dijkstraat 23a, 2060 Antwerpen, Belgium",51.22685395,4.417769380504193
0766.608.915,REGO,,,2060,Antwerpen,Antwerpen,Diepestraat,Diepestraat,151,,,,"Diepestraat 151, 2060 Antwerpen, Belgium",51.22198865,4.426248260159982
0766.610.497,REGO,,,2060,Antwerpen,Antwerpen,Van de Wervestraat,Van de Wervestraat,83,,,,"Van de Wervestraat 83, 2060 Antwerpen, Belgium",51.226405,4.416769358624127
0766.648.507,REGO,,,2060,Antwerpen,Antwerpen,Handelstraat,Handelstraat,11,1,,17-01-2023,"Handelstraat 11, 2060 Antwerpen, Belgium",51.22349105,4.4278261780665344
0766.658.405,REGO,,,2060,Antwerpen,Antwerpen,Jan Palfijnstraat,Jan Palfijnstraat,25,,,,"Jan Palfijnstraat 25, 2060 Antwerpen, Belgium",51.223477450000004,4.431386576863513
0766.665.729,REGO,,,2060,Antwerpen,Antwerpen,Dijlestraat,Dijlestraat,37-39-41-43,,,,"Dijlestraat 37-39-41-43, 2060 Antwerpen, Belgium",51.23169877349001,4.430679749227657
0766.751.445,REGO,,,2060,Antwerpen,Antwerpen,Biekorfstraat,Biekorfstraat,85,,,,"Biekorfstraat 85, 2060 Antwerpen, Belgium",51.228413950000004,4.427526556362379
0766.766.093,REGO,,,2060,Antwerpen,Antwerpen,De Pretstraat,De Pretstraat,73,,,,"De Pretstraat 73, 2060 Antwerpen, Belgium",51.2266051,4.417479536231918
0766.818.850,REGO,,,2060,Antwerpen,Antwerpen,Handelstraat,Handelstraat,84,,,,"Handelstraat 84, 2060 Antwerpen, Belgium",51.2240488,4.43141708362918
0766.825.580,REGO,,,2060,Antwerpen,Antwerpen,Korte Zavelstraat,Korte Zavelstraat,24,,,,"Korte Zavelstraat 24, 2060 Antwerpen, Belgium",51.222931599999995,4.4270716333333215
0766.854.779,REGO,,,2060,Antwerpen,Antwerpen,Everaertsstraat,Everaertsstraat,98,,,22-08-2024,"Everaertsstraat 98, 2060 Antwerpen, Belgium",51.22729375,4.426434670253837
