EntityNumber,ActivityGroup,NaceVersion,NaceCode,Classification
1001.058.311,1,2008,96021,SECO
1001.169.959,1,2008,49320,MAIN
1001.169.959,1,2008,45203,SECO
1001.169.959,1,2008,45206,SECO
1001.169.959,1,2008,49390,SECO
1001.169.959,1,2008,53200,SECO
1001.169.959,1,2008,82200,SECO
1001.190.448,6,2008,47114,MAIN
1001.190.448,1,2008,47114,MAIN
1001.190.448,1,2008,47251,SECO
1001.190.448,1,2008,47252,SECO
1001.190.448,1,2008,47260,SECO
1001.190.448,1,2008,47299,SECO
1001.194.012,1,2008,56101,MAIN
1001.325.654,1,2008,56301,MAIN
1001.329.416,1,2008,70210,MAIN
1001.329.416,1,2008,70220,SECO
1001.329.416,1,2008,71121,SECO
1001.329.416,1,2008,72110,SECO
1001.329.416,1,2008,72190,SECO
1001.329.416,1,2008,72200,SECO
1001.405.531,1,2008,56301,MAIN
1001.454.823,1,2008,43222,MAIN
1001.454.823,1,2008,43212,SECO
1001.454.823,1,2008,43221,SECO
1001.454.823,1,2008,82990,SECO
1001.463.434,6,2008,56301,MAIN
1001.463.434,1,2008,56301,MAIN
1001.572.114,1,2008,49320,MAIN
1001.572.114,1,2008,47716,SECO
1001.602.105,1,2008,56210,MAIN
1001.602.105,1,2008,56301,SECO
1001.639.024,1,2008,46450,MAIN
1001.639.024,1,2008,46150,SECO
1001.639.024,1,2008,47750,SECO
1001.639.024,1,2008,47910,SECO
1001.729.886,1,2008,43342,MAIN
1001.729.886,1,2008,43341,SECO
1001.739.784,1,2008,90012,MAIN
1001.739.784,1,2008,47990,SECO
1001.739.784,1,2008,90011,SECO
1001.865.092,1,2008,47620,MAIN
1001.865.092,1,2008,47242,SECO
1001.865.092,1,2008,47252,SECO
1001.865.092,1,2008,47260,SECO
1001.865.092,1,2008,92000,SECO
1001.890.135,1,2008,79901,MAIN
1001.890.135,1,2008,70210,SECO
1001.890.135,1,2008,70220,SECO
1001.890.135,1,2008,82110,SECO
1001.890.135,1,2008,82300,SECO
1001.890.135,1,2008,82990,SECO
1001.943.781,6,2008,47750,MAIN
1001.943.781,1,2008,47112,MAIN
1001.943.781,1,2008,47750,SECO
1001.949.127,1,2008,43341,MAIN
1001.949.127,1,2008,43995,SECO
1001.949.127,1,2008,81210,SECO
1001.950.117,1,2008,46381,MAIN
1001.950.117,1,2008,47112,SECO
1001.950.117,1,2008,47230,SECO
1001.950.117,1,2008,56102,SECO
1002.004.753,1,2008,62010,MAIN
1002.004.753,1,2008,62020,SECO
1002.004.753,1,2008,62090,SECO
1002.036.130,1,2008,90011,MAIN
1002.036.130,1,2008,90021,SECO
1002.062.359,6,2008,56101,MAIN
1002.062.359,1,2008,56102,MAIN
1002.062.359,1,2008,56101,SECO
1002.081.264,1,2008,47540,MAIN
1002.095.023,1,2008,47716,MAIN
1002.160.448,6,2008,10712,MAIN
1002.160.448,1,2008,10712,MAIN
1002.160.448,1,2008,47241,SECO
1002.160.448,1,2008,56102,SECO
1002.162.230,1,2008,86230,MAIN
1002.336.434,1,2008,53200,MAIN
1002.336.434,1,2008,46190,SECO
1002.336.434,1,2008,52210,SECO
1002.336.434,1,2008,52290,SECO
1002.348.114,1,2008,62020,MAIN
1002.348.114,1,2008,63110,SECO
1002.348.114,1,2008,63990,SECO
1002.348.114,1,2008,70210,SECO
1002.348.114,1,2008,70220,SECO
1002.348.114,1,2008,82990,SECO
1002.356.230,1,2008,59120,MAIN
1002.356.230,1,2008,59201,SECO
1002.356.230,1,2008,59209,SECO
1002.491.238,6,2008,56101,MAIN
1002.491.238,1,2008,56102,MAIN
1002.491.238,1,2008,56101,SECO
1002.615.952,1,2008,74103,MAIN
1002.615.952,1,2008,73110,SECO
1002.615.952,1,2008,74104,SECO
1002.615.952,1,2008,74209,SECO
1002.638.025,1,2008,70220,MAIN
1002.638.025,1,2008,63990,SECO
1002.638.025,1,2008,82990,SECO
1002.671.578,1,2008,56301,MAIN
1002.671.578,1,2008,56102,SECO
1002.732.946,6,2008,47230,MAIN
1002.732.946,1,2008,47230,MAIN
1002.770.261,6,2008,56101,MAIN
1002.770.261,1,2008,56101,MAIN
1002.814.308,6,2008,47112,MAIN
1002.814.308,1,2008,47112,MAIN
1002.814.308,1,2008,47260,SECO
1002.838.557,1,2008,71121,MAIN
1002.838.557,1,2008,43211,SECO
1002.838.557,1,2008,43212,SECO
1002.838.557,1,2008,70220,SECO
1002.838.557,1,2008,71209,SECO
1002.920.117,1,2008,70220,MAIN
1002.920.117,1,2008,62020,SECO
1002.920.117,1,2008,63990,SECO
1002.920.117,1,2008,64200,SECO
1002.936.547,1,2008,47716,MAIN
1002.936.547,1,2008,47252,SECO
1002.936.547,1,2008,47715,SECO
1002.949.712,6,2008,56102,MAIN
1002.949.712,1,2008,56102,MAIN
1002.962.479,6,2008,10810,MAIN
1002.962.479,1,2008,11010,MAIN
1002.962.479,1,2008,11040,SECO
1002.962.479,1,2008,46349,SECO
1002.962.479,1,2008,47252,SECO
1002.962.479,1,2008,82990,SECO
1002.975.050,1,2008,47511,MAIN
1002.975.050,1,2008,47715,SECO
1002.975.050,1,2008,74300,SECO
1003.024.936,6,2008,47593,MAIN
1003.024.936,1,2008,47593,MAIN
1003.024.936,1,2008,47910,SECO
1003.114.216,6,2008,10712,MAIN
1003.114.216,1,2008,10712,MAIN
1003.127.181,1,2008,47910,MAIN
1003.128.369,1,2008,56101,MAIN
1003.177.463,1,2008,63990,MAIN
1003.177.463,1,2008,68100,SECO
1003.177.463,1,2008,68201,SECO
1003.177.463,1,2008,82110,SECO
1003.177.463,1,2008,82990,SECO
1003.270.208,1,2008,73110,MAIN
1003.284.262,1,2008,74109,MAIN
1003.284.262,1,2008,63120,SECO
1003.284.262,1,2008,78100,SECO
1003.284.262,1,2008,90011,SECO
1003.284.262,1,2008,90031,SECO
1003.357.607,1,2008,62020,MAIN
1003.357.607,1,2008,31010,SECO
1003.357.607,1,2008,31099,SECO
1003.357.607,1,2008,70220,SECO
1003.357.607,1,2008,77399,SECO
1003.357.607,1,2008,85599,SECO
1003.357.607,1,2008,90011,SECO
1003.395.813,1,2008,62090,MAIN
1003.395.813,1,2008,63110,SECO
1003.395.813,1,2008,63120,SECO
1003.395.813,1,2008,74103,SECO
1003.575.163,6,2008,45206,MAIN
1003.575.163,1,2008,45206,MAIN
1003.914.366,1,2008,62020,MAIN
1003.914.366,1,2008,62090,SECO
1003.914.366,1,2008,63990,SECO
1003.914.366,1,2008,82990,SECO
1003.955.245,1,2008,56102,MAIN
1004.123.412,1,2008,70220,MAIN
1004.123.412,1,2008,47910,SECO
1004.123.412,1,2008,73110,SECO
1004.123.412,1,2008,74103,SECO
1004.123.412,1,2008,93192,SECO
1004.123.412,1,2008,93199,SECO
1004.278.612,1,2008,69201,MAIN
1004.278.612,1,2008,63990,SECO
1004.278.612,1,2008,69109,SECO
1004.278.612,1,2008,82990,SECO
1004.335.723,1,2008,73110,MAIN
1004.335.723,1,2008,70210,SECO
1004.335.723,1,2008,82110,SECO
1004.335.723,1,2008,82990,SECO
1004.335.723,1,2008,85599,SECO
1004.335.723,1,2008,90029,SECO
1004.348.688,1,2008,82110,MAIN
1004.391.646,6,2008,56102,MAIN
1004.391.646,1,2008,56102,MAIN
1004.458.061,6,2008,46423,MAIN
1004.458.061,1,2008,74101,MAIN
1004.458.061,1,2008,46160,SECO
1004.458.061,1,2008,46423,SECO
1004.458.061,1,2008,47716,SECO
1004.481.916,1,2008,70220,MAIN
1004.481.916,1,2008,82990,SECO
1004.502.207,6,2008,47221,MAIN
1004.502.207,1,2008,47221,MAIN
1004.502.207,1,2008,47114,SECO
1004.654.635,1,2008,68100,MAIN
1004.654.635,1,2008,68203,SECO
1004.654.635,1,2008,68322,SECO
1004.654.635,1,2008,88911,SECO
1004.654.635,1,2008,88919,SECO
1004.815.773,6,2008,56101,MAIN
1004.815.773,1,2008,45112,MAIN
1004.815.773,1,2008,45111,SECO
1004.815.773,1,2008,45113,SECO
1004.815.773,1,2008,56101,SECO
1004.908.419,1,2008,79110,MAIN
1004.908.419,1,2008,79120,SECO
1005.016.703,1,2008,90011,MAIN
1005.016.703,1,2008,59201,SECO
1005.016.703,1,2008,59203,SECO
1005.016.703,1,2008,90029,SECO
1005.016.703,1,2008,90031,SECO
1005.016.703,1,2008,90032,SECO
1005.201.201,6,2008,43211,MAIN
1005.201.201,1,2008,49410,MAIN
1005.201.201,1,2008,43110,SECO
1005.201.201,1,2008,43390,SECO
1005.201.201,1,2008,47910,SECO
1005.201.201,1,2008,56102,SECO
1005.201.201,1,2008,96022,SECO
1005.231.388,1,2008,73110,MAIN
1005.241.781,1,2008,47512,MAIN
1005.241.781,1,2008,47650,SECO
1005.241.781,1,2008,47715,SECO
1005.241.781,1,2008,47721,SECO
1005.241.781,1,2008,47788,SECO
1005.241.781,1,2008,47789,SECO
1005.250.194,6,2008,47191,MAIN
1005.250.194,1,2008,47191,MAIN
1005.361.844,1,2008,64200,MAIN
1005.376.393,1,2008,74901,MAIN
1005.376.393,1,2008,70210,SECO
1005.388.469,1,2008,81210,MAIN
1005.388.469,1,2008,81100,SECO
1005.388.469,1,2008,81220,SECO
1005.402.228,1,2008,56301,MAIN
1005.407.176,1,2008,71111,MAIN
1005.407.176,1,2008,70220,SECO
1005.409.453,1,2008,46150,MAIN
1005.409.453,1,2008,47512,SECO
1005.409.453,1,2008,47591,SECO
1005.409.453,1,2008,47786,SECO
1005.441.721,1,2008,56301,MAIN
1005.453.203,1,2008,47716,MAIN
1005.453.203,1,2008,47715,SECO
1005.455.280,1,2008,59111,MAIN
1005.455.280,1,2008,59112,SECO
1005.455.280,1,2008,59113,SECO
1005.455.280,1,2008,59120,SECO
1005.465.673,6,2008,53200,MAIN
1005.465.673,1,2008,49390,MAIN
1005.465.673,1,2008,49320,SECO
1005.465.673,1,2008,82990,SECO
1005.620.576,1,2008,47620,MAIN
1005.620.576,1,2008,47113,SECO
1005.620.576,1,2008,47599,SECO
1005.620.576,1,2008,47793,SECO
1005.734.206,6,2008,41201,MAIN
1005.743.708,1,2008,96022,MAIN
1005.743.708,1,2008,73110,SECO
1005.743.708,1,2008,74201,SECO
1005.743.708,1,2008,93199,SECO
1005.743.708,1,2008,96021,SECO
1005.750.042,1,2008,62020,MAIN
1005.750.042,1,2008,70220,SECO
1005.750.042,1,2008,95110,SECO
1005.903.658,1,2008,81290,MAIN
1005.903.658,1,2008,70220,SECO
1005.903.658,1,2008,73110,SECO
1006.080.436,1,2008,70220,MAIN
1006.080.436,1,2008,64200,SECO
1006.218.810,1,2008,74101,MAIN
1006.249.393,1,2008,74103,MAIN
1006.249.393,1,2008,71113,SECO
1006.249.393,1,2008,74104,SECO
1006.254.244,6,2008,70220,MAIN
1006.254.244,1,2008,70220,MAIN
1006.259.390,1,2008,47640,MAIN
1006.259.390,1,2008,46160,SECO
1006.259.390,1,2008,46180,SECO
1006.259.390,1,2008,46496,SECO
1006.259.390,1,2008,47711,SECO
1006.259.390,1,2008,77210,SECO
1006.387.965,6,2008,47221,MAIN
1006.387.965,1,2008,47221,MAIN
1006.387.965,1,2008,47111,SECO
1006.387.965,1,2008,47112,SECO
1006.387.965,1,2008,47210,SECO
1006.418.352,1,2008,86905,MAIN
1006.496.348,1,2008,70210,MAIN
1006.645.214,1,2008,56301,MAIN
1006.672.334,1,2008,47716,MAIN
1006.672.334,1,2008,47715,SECO
1006.672.334,1,2008,47721,SECO
1006.672.334,1,2008,47770,SECO
1006.672.334,1,2008,47910,SECO
1006.771.512,6,2008,47300,MAIN
1006.771.512,1,2008,47112,MAIN
1006.771.512,1,2008,47260,SECO
1006.771.512,1,2008,47300,SECO
1006.771.512,1,2008,47620,SECO
1006.771.512,1,2008,47781,SECO
1006.771.512,1,2008,92000,SECO
1006.830.108,1,2008,82990,MAIN
1006.830.108,1,2008,82110,SECO
1006.868.017,1,2008,46480,MAIN
1006.868.017,1,2008,47712,SECO
1006.868.017,1,2008,47770,SECO
1006.968.777,1,2008,32123,MAIN
1007.055.681,1,2008,41201,MAIN
1007.055.681,1,2008,43211,SECO
1007.055.681,1,2008,43291,SECO
1007.055.681,1,2008,81210,SECO
1007.154.067,1,2008,70220,MAIN
1007.154.067,1,2008,71112,SECO
1007.154.067,1,2008,71113,SECO
1007.154.067,1,2008,71121,SECO
1007.154.067,1,2008,74103,SECO
1007.154.067,1,2008,74909,SECO
1007.176.734,1,2008,64200,MAIN
1007.176.734,1,2008,82990,SECO
1007.203.260,1,2008,70210,MAIN
1007.203.260,1,2008,70220,SECO
1007.203.260,1,2008,82110,SECO
1007.203.260,1,2008,82990,SECO
1007.203.260,1,2008,85592,SECO
1007.203.260,1,2008,85599,SECO
1007.283.335,6,2008,43992,MAIN
1007.283.335,1,2008,41201,MAIN
1007.293.233,1,2008,23610,MAIN
1007.293.233,1,2008,43221,SECO
1007.293.233,1,2008,43310,SECO
1007.293.233,1,2008,43390,SECO
1007.293.233,1,2008,74104,SECO
1007.314.613,6,2008,46499,MAIN
1007.605.910,1,2008,93130,MAIN
1007.605.910,1,2008,62020,SECO
1007.605.910,1,2008,63110,SECO
1007.605.910,1,2008,74103,SECO
1007.657.873,1,2008,47221,MAIN
1007.657.873,1,2008,10850,SECO
1007.675.689,6,2008,69102,MAIN
1007.675.689,1,2008,69102,MAIN
1007.700.831,6,2008,56301,MAIN
1007.700.831,1,2008,56309,MAIN
1007.700.831,1,2008,10830,SECO
1007.700.831,1,2008,56301,SECO
1007.779.223,6,2008,42220,MAIN
1007.779.223,1,2008,43211,MAIN
1007.800.306,6,2008,56301,MAIN
1007.800.306,1,2008,56301,MAIN
1007.800.306,1,2008,82300,SECO
1007.800.306,1,2008,93299,SECO
1007.948.081,1,2008,64200,MAIN
1007.966.887,1,2008,56102,MAIN
1008.088.039,1,2008,74101,MAIN
1008.088.039,1,2008,74109,SECO
1008.190.680,1,2008,43222,MAIN
1008.190.680,1,2008,43999,SECO
1008.214.040,1,2008,71121,MAIN
1008.214.040,1,2008,41101,SECO
1008.214.040,1,2008,47910,SECO
1008.214.040,1,2008,47990,SECO
1008.214.040,1,2008,71209,SECO
1008.214.040,1,2008,74909,SECO
1008.304.904,6,2008,47112,MAIN
1008.304.904,1,2008,47114,MAIN
1008.434.170,1,2008,74909,MAIN
1008.434.170,1,2008,70220,SECO
1008.434.170,1,2008,71111,SECO
1008.434.170,1,2008,71112,SECO
1008.434.170,1,2008,82990,SECO
1008.490.093,1,2008,62010,MAIN
1008.490.093,1,2008,62020,SECO
1008.490.093,1,2008,62030,SECO
1008.490.093,1,2008,62090,SECO
1008.490.093,1,2008,63110,SECO
1008.490.093,1,2008,95110,SECO
1008.729.130,6,2008,47113,MAIN
1008.729.130,1,2008,47113,MAIN
1008.766.445,6,2008,47241,MAIN
1008.766.445,1,2008,10712,MAIN
1008.766.445,1,2008,47241,SECO
1008.810.193,1,2008,28930,MAIN
1008.810.193,1,2008,70220,SECO
1008.810.193,1,2008,71121,SECO
1008.810.193,1,2008,82990,SECO
1008.893.931,1,2008,90022,MAIN
1008.893.931,1,2008,43390,SECO
1008.893.931,1,2008,70220,SECO
1008.893.931,1,2008,82300,SECO
1008.893.931,1,2008,82990,SECO
1008.893.931,1,2008,90023,SECO
1008.948.963,6,2008,47114,MAIN
1008.948.963,1,2008,47114,MAIN
1008.948.963,1,2008,46190,SECO
1008.993.406,1,2008,49320,MAIN
1008.993.406,1,2008,53200,SECO
1009.064.967,1,2008,56101,MAIN
1009.064.967,1,2008,56290,SECO
1009.106.242,1,2008,96021,MAIN
1009.150.584,1,2008,81210,MAIN
1009.150.584,1,2008,42220,SECO
1009.182.357,6,2008,47112,MAIN
1009.182.357,1,2008,47112,MAIN
1009.182.357,1,2008,46190,SECO
1009.182.654,1,2008,41201,MAIN
1009.182.654,1,2008,25110,SECO
1009.182.654,1,2008,43110,SECO
1009.182.654,1,2008,43212,SECO
1009.182.654,1,2008,43221,SECO
1009.220.662,1,2008,64200,MAIN
1009.220.662,1,2008,70210,SECO
1009.220.662,1,2008,70220,SECO
1009.283.515,6,2008,56101,MAIN
1009.283.515,1,2008,56102,MAIN
1009.293.116,1,2008,96021,MAIN
1009.293.116,1,2008,46450,SECO
1009.293.116,1,2008,82990,SECO
1009.293.116,1,2008,85592,SECO
1009.466.429,1,2008,70220,MAIN
1009.568.476,1,2008,71121,MAIN
1009.568.476,1,2008,90029,SECO
1009.716.946,1,2008,71121,MAIN
1009.733.178,6,2008,10711,MAIN
1009.733.178,1,2008,10711,MAIN
1009.733.178,1,2008,10720,SECO
1009.733.178,1,2008,47241,SECO
1009.733.178,1,2008,56101,SECO
1009.733.178,1,2008,56210,SECO
1009.745.650,1,2008,71121,MAIN
1009.745.650,1,2008,62020,SECO
1009.745.650,1,2008,63990,SECO
1009.745.650,1,2008,70220,SECO
1009.745.650,1,2008,71113,SECO
1009.745.650,1,2008,73200,SECO
1009.762.080,1,2008,71112,MAIN
1009.762.080,1,2008,31091,SECO
1009.762.080,1,2008,82300,SECO
1009.762.080,1,2008,90032,SECO
1009.907.382,1,2008,10712,MAIN
1009.907.382,1,2008,47113,SECO
1009.907.382,1,2008,56102,SECO
1009.935.096,6,2008,56101,MAIN
1009.935.096,1,2008,56102,MAIN
1009.935.492,6,2008,45402,MAIN
1009.935.492,1,2008,95290,MAIN
1009.935.492,1,2008,47640,SECO
1009.935.492,1,2008,52290,SECO
1009.961.624,1,2008,56301,MAIN
1009.977.163,1,2008,96022,MAIN
1009.977.163,1,2008,47750,SECO
1010.057.238,1,2008,96022,MAIN
1010.100.491,1,2008,64200,MAIN
1010.100.491,1,2008,66199,SECO
1010.100.491,1,2008,70220,SECO
1010.100.491,1,2008,82110,SECO
1010.315.574,6,2008,10712,MAIN
1010.315.574,1,2008,10712,MAIN
1010.339.132,1,2008,62010,MAIN
1010.339.132,1,2008,63110,SECO
1010.339.132,1,2008,71111,SECO
1010.339.132,1,2008,71121,SECO
1010.339.132,1,2008,71209,SECO
1010.529.172,6,2008,96021,MAIN
1010.529.172,1,2008,96021,MAIN
1010.612.019,1,2008,90012,MAIN
1010.612.019,1,2008,82990,SECO
1010.612.019,1,2008,85520,SECO
1010.612.019,1,2008,90011,SECO
1010.612.019,1,2008,90029,SECO
1010.689.421,1,2008,94993,MAIN
1010.750.688,1,2008,82990,MAIN
1010.750.688,1,2008,11070,SECO
1010.848.183,1,2008,74109,MAIN
1010.848.183,1,2008,82300,SECO
1010.907.670,6,2008,56301,MAIN
1011.006.452,1,2008,62020,MAIN
1011.017.142,1,2008,47112,MAIN
1011.017.142,1,2008,47210,SECO
1011.017.142,1,2008,47430,SECO
1011.017.142,1,2008,47511,SECO
1011.017.142,1,2008,47716,SECO
1011.170.164,1,2008,81210,MAIN
1011.170.164,1,2008,81220,SECO
1011.219.654,1,2008,77299,MAIN
1011.317.743,1,2008,43910,MAIN
1011.317.743,1,2008,43211,SECO
1011.317.743,1,2008,43291,SECO
1011.317.743,1,2008,43310,SECO
1011.317.743,1,2008,43992,SECO
1011.317.743,1,2008,70220,SECO
1011.319.525,1,2008,38321,MAIN
1011.319.525,1,2008,41201,SECO
1011.319.525,1,2008,49410,SECO
1011.319.525,1,2008,81220,SECO
1011.320.515,1,2008,38321,MAIN
1011.320.515,1,2008,41201,SECO
1011.320.515,1,2008,49410,SECO
1011.320.515,1,2008,81220,SECO
1011.320.812,1,2008,49320,MAIN
1011.320.812,1,2008,49310,SECO
1011.365.946,1,2008,82990,MAIN
1011.365.946,1,2008,62090,SECO
1011.365.946,1,2008,64200,SECO
1011.365.946,1,2008,68201,SECO
1011.365.946,1,2008,70220,SECO
1011.473.438,1,2008,82300,MAIN
1011.533.519,1,2008,49310,MAIN
1011.533.519,1,2008,49320,SECO
1011.551.434,6,2008,73110,MAIN
1011.551.434,1,2008,73110,MAIN
1011.551.434,1,2008,64200,SECO
1011.551.434,1,2008,70220,SECO
1011.593.402,1,2008,66191,MAIN
1011.593.402,1,2008,66199,SECO
1011.641.407,1,2008,47241,MAIN
1011.641.407,1,2008,56102,SECO
1011.642.395,1,2008,47113,MAIN
1011.642.395,1,2008,46381,SECO
1011.642.395,1,2008,46392,SECO
1011.642.395,1,2008,47230,SECO
1011.650.810,1,2008,68201,MAIN
1011.650.810,1,2008,68203,SECO
1011.736.625,1,2008,46460,MAIN
1011.736.625,1,2008,47910,SECO
1011.736.625,1,2008,68100,SECO
1011.736.625,1,2008,68203,SECO
1011.736.625,1,2008,70100,SECO
1011.736.625,1,2008,82990,SECO
1011.760.577,1,2008,62020,MAIN
1011.801.258,1,2008,41101,MAIN
1011.837.088,1,2008,66199,MAIN
1011.837.088,1,2008,63990,SECO
1011.837.088,1,2008,66290,SECO
1011.837.088,1,2008,68201,SECO
1011.837.088,1,2008,68203,SECO
1011.859.062,1,2008,47291,MAIN
1011.859.062,1,2008,46391,SECO
1011.955.270,1,2008,90029,MAIN
1012.046.332,1,2008,70220,MAIN
1012.046.332,1,2008,82110,SECO
1012.046.332,1,2008,82190,SECO
1012.046.332,1,2008,82990,SECO
1012.078.697,1,2008,94120,MAIN
1012.078.697,1,2008,73120,SECO
1012.078.697,1,2008,90031,SECO
1012.232.810,1,2008,59120,MAIN
1012.232.810,1,2008,59112,SECO
1012.232.810,1,2008,59201,SECO
1012.258.742,1,2008,64200,MAIN
1012.418.593,1,2008,41201,MAIN
1012.418.593,1,2008,41202,SECO
1012.418.593,1,2008,41203,SECO
1012.512.130,1,2008,62020,MAIN
1012.512.130,1,2008,62010,SECO
1012.512.130,1,2008,62030,SECO
1012.512.130,1,2008,62090,SECO
1012.512.130,1,2008,82990,SECO
1012.517.078,1,2008,25110,MAIN
1012.517.078,1,2008,38321,SECO
1012.517.078,1,2008,41201,SECO
1012.517.078,1,2008,49410,SECO
1012.517.078,1,2008,81220,SECO
1012.560.828,1,2008,47112,MAIN
1012.560.828,1,2008,56102,SECO
1012.618.137,1,2008,47716,MAIN
1012.618.137,1,2008,46450,SECO
1012.831.537,1,2008,85592,MAIN
1012.831.537,1,2008,90021,SECO
1012.913.689,1,2008,64200,MAIN
1013.118.973,6,2008,41201,MAIN
1013.118.973,1,2008,41201,MAIN
1013.118.973,1,2008,41202,SECO
1013.118.973,1,2008,41203,SECO
1013.118.973,1,2008,43995,SECO
1013.118.973,1,2008,81290,SECO
1013.118.973,1,2008,81300,SECO
1013.351.377,1,2008,46695,MAIN
1013.351.377,1,2008,28130,SECO
1013.351.377,1,2008,33120,SECO
1013.351.377,1,2008,45310,SECO
1013.351.377,1,2008,46699,SECO
1013.351.377,1,2008,77399,SECO
1013.371.470,1,2008,70210,MAIN
1013.371.470,1,2008,63990,SECO
1013.386.021,1,2008,86220,MAIN
1013.386.021,1,2008,85599,SECO
1013.386.021,1,2008,85609,SECO
1013.552.406,1,2008,96021,MAIN
1013.552.406,1,2008,47750,SECO
1013.705.131,1,2008,47113,MAIN
1013.705.131,1,2008,47260,SECO
1013.707.804,1,2008,79901,MAIN
1013.801.339,1,2008,43999,MAIN
1013.801.339,1,2008,41201,SECO
1013.801.339,1,2008,41202,SECO
1013.801.339,1,2008,41203,SECO
1013.836.872,1,2008,56301,MAIN
1014.375.421,1,2008,70220,MAIN
1014.375.421,1,2008,82990,SECO
1014.403.828,1,2008,45113,MAIN
1014.403.828,1,2008,45201,SECO
1014.495.383,1,2008,66210,MAIN
1014.495.383,1,2008,52290,SECO
1014.495.383,1,2008,82990,SECO
1014.526.661,1,2008,86220,MAIN
1014.526.661,1,2008,86904,SECO
1014.720.958,1,2008,82990,MAIN
1014.720.958,1,2008,62020,SECO
1014.720.958,1,2008,64200,SECO
1014.720.958,1,2008,70220,SECO
1014.737.982,1,2008,49320,MAIN
1014.818.354,1,2008,81300,MAIN
1014.834.784,1,2008,69101,MAIN
1014.869.230,1,2008,56101,MAIN
1014.869.230,1,2008,56102,SECO
1014.869.230,1,2008,56301,SECO
1015.012.057,1,2008,62020,MAIN
1015.012.057,1,2008,28990,SECO
1015.012.057,1,2008,58290,SECO
1015.012.057,1,2008,63110,SECO
1015.012.057,1,2008,63990,SECO
1015.012.057,1,2008,82990,SECO
1015.060.359,1,2008,74104,MAIN
1015.060.359,1,2008,82300,SECO
1015.120.737,1,2008,69101,MAIN
2.000.125.647,3,2003,2223001,MAIN
2.000.125.647,3,2003,2521001,MAIN
2.000.125.647,3,2008,1814001,MAIN
2.000.125.647,3,2008,2221001,MAIN
2.000.244.621,6,2008,46900,MAIN
2.000.244.621,3,2003,51478,MAIN
2.000.244.621,3,2008,46499,MAIN
2.000.589.663,3,2003,4533,MAIN
2.000.589.663,3,2003,52461,MAIN
2.000.589.663,3,2008,47521,MAIN
2.001.127.420,3,2003,5141001,MAIN
2.001.127.420,3,2003,5141005,MAIN
2.001.127.420,3,2008,4641101,MAIN
2.001.127.420,3,2008,4641103,MAIN
2.001.213.532,3,2003,1588001,MAIN
2.001.213.532,3,2003,51384,MAIN
2.001.213.532,3,2003,5211201,MAIN
2.001.213.532,3,2008,1086001,MAIN
2.001.213.532,3,2008,46389,MAIN
2.001.213.532,3,2008,4711201,MAIN
2.001.617.665,3,2003,5530105,MAIN
2.001.617.665,3,2008,5610105,MAIN
2.001.734.065,6,2008,43341,MAIN
2.001.734.065,3,2003,4543,MAIN
2.001.734.065,3,2003,4544101,MAIN
2.001.734.065,3,2003,4544103,MAIN
2.001.734.065,3,2003,4544104,MAIN
2.001.734.065,3,2008,4334101,MAIN
2.001.734.065,3,2008,4334201,MAIN
2.001.734.065,3,2008,4334202,MAIN
2.001.749.111,6,2008,47730,MAIN
2.001.749.111,3,2003,52310,MAIN
2.001.749.111,3,2008,47730,MAIN
2.001.969.043,3,2003,5530202,MAIN
2.001.969.043,3,2008,5610202,MAIN
2.001.969.043,3,2008,82990,MAIN
2.001.969.043,3,2008,90011,MAIN
2.001.992.601,3,2003,5244103,MAIN
2.001.992.601,3,2003,5244202,MAIN
2.001.992.601,3,2003,52483,MAIN
2.001.992.601,3,2003,5248602,MAIN
2.001.992.601,3,2008,4753002,MAIN
2.001.992.601,3,2008,4759103,MAIN
2.001.992.601,3,2008,4759301,MAIN
2.001.992.601,3,2008,47761,MAIN
2.002.375.156,3,2003,5141003,MAIN
2.002.375.156,3,2003,5153104,MAIN
2.002.375.156,3,2008,4641201,MAIN
2.002.375.156,3,2008,4673204,MAIN
2.002.594.001,6,2008,52210,MAIN
2.002.594.001,3,2003,63210,MAIN
2.002.594.001,3,2008,52210,MAIN
2.002.794.335,3,2003,1511101,MAIN
2.002.794.335,3,2008,1011001,MAIN
2.002.867.480,3,2003,52310,MAIN
2.002.867.480,3,2003,5232002,MAIN
2.002.867.480,3,2008,47730,MAIN
2.002.867.480,3,2008,4774002,MAIN
2.002.914.594,3,2003,631,MAIN
2.002.914.594,3,2003,6311,MAIN
2.002.914.594,3,2003,6311101,MAIN
2.002.914.594,3,2003,6340301,MAIN
2.002.914.594,3,2003,6340101,SECO
2.002.914.594,3,2003,6340201,SECO
2.002.914.594,3,2003,6340202,SECO
2.002.914.594,3,2003,6340501,SECO
2.002.914.594,3,2003,6340502,SECO
2.002.914.594,3,2003,6340503,SECO
2.002.914.594,3,2003,6340601,SECO
2.002.914.594,3,2008,5224101,MAIN
2.002.914.594,3,2008,5229021,MAIN
2.002.914.594,3,2008,5229001,SECO
2.002.914.594,3,2008,5229011,SECO
2.002.914.594,3,2008,5229012,SECO
2.002.914.594,3,2008,5229031,SECO
2.002.914.594,3,2008,5229032,SECO
2.002.914.594,3,2008,5229033,SECO
2.002.914.594,3,2008,5229041,SECO
2.003.014.861,3,2003,9305,MAIN
2.003.044.357,6,2008,46216,MAIN
2.003.044.357,3,2003,51180,MAIN
2.003.044.357,3,2003,51210,MAIN
